S_H1N1	E_H1N1	I_H1N1	R_H1N1	beta_H1N1	S_H3N2	E_H3N2	I_H3N2	R_H3N2	beta_H3N2	S_B	E_B	I_B	R_B	beta_B
3094.0	16.0	10.0	880.0	0.0003232062055591467	2960.0	0.0	0.0	1033.0		2400.0	0.0	0.0	1592.0	
3083.0	27.0	10.0	880.0	0.0	2960.0	0.0	0.0	1027.0		2400.0	0.0	0.0	1588.0	
3033.0	61.0	26.0	880.0	0.00020289634532957975	2960.0	0.0	0.0	1016.0		2400.0	0.0	0.0	1568.0	
3011.0	72.0	37.0	880.0	9.873706320069655e-05	2960.0	0.0	0.0	1009.0		2400.0	0.0	0.0	1560.0	
2978.0	55.0	87.0	880.0	0.00019298611271932872	2960.0	0.0	0.0	1002.0		2400.0	0.0	0.0	1549.0	
2968.0	43.0	109.0	880.0	6.800365983332922e-05	2960.0	0.0	0.0	999.0		2400.0	0.0	0.0	1548.0	
2933.0	45.0	132.0	890.0	8.523695874531196e-05	2953.0	0.0	0.0	998.0		2394.0	0.0	0.0	1546.0	
2865.0	103.0	142.0	890.0	2.4580291522257453e-05	2953.0	0.0	0.0	978.0		2394.0	0.0	0.0	1525.0	
2864.0	69.0	161.0	906.0	7.590478503764878e-05	2941.0	0.0	0.0	994.0		2382.0	0.0	0.0	1541.0	
2625.0	240.0	218.0	917.0	0.00011882918304936654	2936.0	0.0	0.0	946.0		2375.0	0.0	0.0	1459.0	
2608.0	256.0	169.0	967.0	2.2688496024975496e-06	2897.0	0.0	0.0	989.0		2345.0	0.0	0.0	1504.0	
2524.0	101.0	386.0	989.0	0.00024531338528366027	2882.0	0.0	0.0	991.0		2331.0	0.0	0.0	1490.0	
2264.0	344.0	370.0	1022.0	2.029414573584185e-05	2856.0	0.0	0.0	953.0		2309.0	0.0	0.0	1415.0	
1944.0	580.0	444.0	1032.0	9.73195417639862e-05	2849.0	0.0	0.0	882.0		2300.0	0.0	0.0	1287.0	
1620.0	644.0	669.0	1067.0	0.00023990108693646312	2825.0	0.0	0.0	822.0		2277.0	0.0	0.0	1194.0	
1540.0	404.0	921.0	1135.0	0.00022561586079501388	2777.0	0.0	0.0	879.0		2230.0	0.0	0.0	1234.0	
1474.0	146.0	1244.0	1136.0	0.0001766961742006134	2776.0	0.0	0.0	860.0		2229.0	0.0	0.0	1207.0	
1457.0	83.0	1085.0	1375.0	5.060584687303309e-05	2596.0	0.0	0.0	1096.0		2083.0	0.0	0.0	1441.0	
901.0	573.0	1134.0	1392.0	6.45960690355807e-05	2586.0	0.0	0.0	986.0		2071.0	0.0	0.0	1230.0	
898.0	559.0	1067.0	1476.0	1.7742228382138376e-05	2522.0	0.0	0.0	1068.0		2023.0	0.0	0.0	1313.0	
852.0	49.0	1363.0	1736.0	0.000478783682776532	2333.0	0.0	0.0	1315.0		1871.0	0.0	0.0	1561.0	
361.0	537.0	1046.0	2056.0	7.944789012886448e-06	2094.0	0.0	0.0	1519.0		1689.0	0.0	0.0	1674.0	
358.0	494.0	768.0	2380.0	0.00016730679702048418	1865.0	0.0	0.0	1841.0		1493.0	0.0	0.0	1997.0	
202.0	159.0	1179.0	2460.0	0.0020616565473341227	1796.0	0.0	0.0	1878.0		1441.0	0.0	0.0	2012.0	
160.0	198.0	1116.0	2526.0	1.6801075268817204e-05	1750.0	0.0	0.0	1934.0		1403.0	0.0	0.0	2060.0	
158.0	44.0	1255.0	2543.0	0.0007867265116748197	1736.0	0.0	0.0	1951.0		1391.0	0.0	0.0	2076.0	
140.0	20.0	741.0	3099.0	0.0004048582995951417	1307.0	0.0	0.0	2503.0		1063.0	0.0	0.0	2624.0	
140.0	18.0	740.0	3102.0	1.9305019305019306e-05	1306.0	0.0	0.0	2506.0		1061.0	0.0	0.0	2627.0	
133.0	7.0	712.0	3148.0	0.00019008194643913153	1273.0	0.0	0.0	2548.0		1027.0	0.0	0.0	2669.0	
125.0	15.0	221.0	3639.0	0.0	898.0	0.0	0.0	3038.0		743.0	0.0	0.0	3155.0	
125.0	8.0	225.0	3642.0	0.0002488888888888889	897.0	0.0	0.0	3041.0		741.0	0.0	0.0	3158.0	
124.0	1.0	77.0	3798.0	0.0008378718056137411	784.0	0.0	0.0	3197.0		650.0	0.0	0.0	3313.0	
124.0	1.0	35.0	3840.0	0.0	752.0	0.0	0.0	3239.0		626.0	0.0	0.0	3355.0	
121.0	3.0	34.0	3842.0	0.00024307243558580456	750.0	0.0	0.0	3241.0		625.0	0.0	0.0	3355.0	
121.0	3.0	16.0	3860.0	0.0	736.0	0.0	0.0	3259.0		615.0	0.0	0.0	3373.0	
118.0	3.0	19.0	3860.0	0.0013380909901873326	736.0	0.0	0.0	3259.0		615.0	0.0	0.0	3372.0	
118.0	3.0	12.0	3867.0	0.0	733.0	0.0	0.0	3266.0		612.0	0.0	0.0	3379.0	
118.0	0.0	7.0	3875.0	0.0036319612590799033	726.0	0.0	0.0	3274.0		609.0	0.0	0.0	3387.0	
118.0	0.0	7.0	3875.0	0.0	726.0	0.0	0.0	3274.0		609.0	0.0	0.0	3387.0	
118.0	0.0	6.0	3876.0	0.0	725.0	0.0	0.0	3275.0		609.0	0.0	0.0	3388.0	
118.0	0.0	6.0	3876.0	0.0	725.0	0.0	0.0	3275.0		609.0	0.0	0.0	3388.0	
118.0	0.0	3.0	3879.0	0.0	722.0	0.0	0.0	3278.0		608.0	0.0	0.0	3391.0	
118.0	0.0	3.0	3879.0	0.0	722.0	0.0	0.0	3278.0		608.0	0.0	0.0	3391.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
